fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.025763779969353,0.3446101237155992,0.37783059621176823,1.9705084364296659,0.06396272216399011,22.962722163990183,42.2712036066503,0.9946580677165023,3.156271091074165,0.7216609673585658,11.44745781785167,8
9.122320724303604,0.40258930918987984,0.4248213816202403,1.9989793235442304,0.06849744830886058,5.751275845569712,12.994896617721151,0.9956673972750378,3.3002551691139423,0.6800510338227884,11.525893091898798,8
11.543191907138885,0.306697474709809,0.6671595953569442,2.3981515174114594,0.07464202023215279,6.0,25.036969651770818,0.997940419183256,2.9691681828351566,0.8530252529019098,10.427479805136288,8
6.042684426771851,0.3939328893307037,0.2660671106692963,1.9131096311023457,0.0660823258228358,18.13109631102346,38.70425204330495,0.9927817850927758,3.51146311464563,0.7226219262204692,12.870425204330495,8
9.98968991315521,0.39819961303589635,0.48180038696410366,2.5746317826126863,0.07152209304323884,5.761046521619416,16.253682173873138,0.9959696414567153,3.162684108693657,0.6677577521711198,11.53273256513359,8
7.483641460746992,0.44483233388502674,0.32215606260344254,2.2026010433907084,0.06410404173562828,12.16358539253008,24.137574958622995,0.993759671054328,3.2178439373965575,0.7437919165287433,12.029363756206552,8
8.885736512602506,0.4085705394958998,0.45286203277255116,1.8,0.06971441907561503,6.571473025205011,14.285892100820043,0.9948514045663893,3.2699937764712987,0.69,12.157178420164009,8
6.7855581774570695,0.501742285371986,0.24265320383677375,1.8445843165464009,0.05315071247001728,14.222921582732004,44.28254220627057,0.9941190593573128,3.3154786258994795,0.7755415683453599,11.71444182254293,8
10.327511764973714,0.3616402573445714,0.5230158455932572,2.4137558824868575,0.07023280514689142,5.465610293782857,16.0,0.9965993627210201,3.1639683088134856,0.6593122058756571,11.349207720337143,8
11.359532463136851,0.40569320998658565,0.6012695357573844,2.0582322815013545,0.06721533950067071,7.063257888739841,39.45536923927511,0.9975835792168232,3.0005025607238487,0.82,10.349349909182251,8
7.720948159860309,0.35767365029170106,0.4216317485414947,3.190738651109277,0.07237265645275252,15.0,34.95369325554638,0.9966400660749137,3.3193053988331958,0.8344211656943298,12.416317485414947,8
8.557767026064745,0.38724157708387635,0.4362078854193818,1.8,0.07195688171870927,10.189605729030909,18.551684583224727,0.9944828469536516,3.219568817187093,0.6931896057290309,12.1491433698066,8
8.718753235646235,0.4152498705741506,0.41612571184217173,1.8,0.06871251941387742,6.23750647129247,12.950025885169879,0.9950317465055021,3.3167490940190545,0.69,11.890005177033975,8
9.859531924968747,0.3780156025010417,0.47396879499791655,2.2798216857023803,0.06919955421425596,5.400222892872025,14.399108428511902,0.9963835452985411,3.2300445785744047,0.666008915714881,11.280156025010417,8
9.884117432577185,0.3361142554559886,0.5006402541696956,1.9910859563520913,0.07304457021823954,11.745136200317496,26.388574454401137,0.9963444941578699,3.068022639283118,0.7573257869056272,10.635656174591636,8
9.825928224443956,0.2674602189524019,0.5333686942645317,2.040915246878702,0.08258554339153323,39.761934314279436,70.9330210973459,0.9947412667875245,3.010669789026541,0.6490650039894714,11.882891321693355,8
9.503541587589488,0.5777303902962233,0.495637859971921,3.7734006724975355,0.08071629878702791,7.056740242594419,17.94325975740558,0.995392012717633,3.209432597574056,0.7058511036389162,13.241488963610838,8
9.269099250518034,0.3436335831606556,0.5338198501036067,2.363664168393444,0.076072977515541,6.436335831606556,16.563664168393444,0.9956233222197403,3.176180149896393,0.8196427587304921,12.049068665285244,8
10.627171446690896,0.6041687399221387,0.6046960521788223,4.665694972372182,0.08402109249026733,6.395781501946532,18.60421849805347,0.9975236046562225,3.2160421849805347,0.6959367225291979,13.34063277470802,8
7.835911939387386,0.35154695318720103,0.4551381471259396,3.564641070006833,0.07760221203757688,15.088397324982918,37.287291306194476,0.9971762437450239,3.3581767525609196,0.8573480802505125,12.826519197494875,8
8.565992442036123,0.4334412092742203,0.43767889149863143,2.6331984884072246,0.07777597984542967,7.112010077285169,17.0,0.9941481795934974,3.1778002519321293,0.8087989922714831,12.478407054099618,8
7.8588047179430855,0.6757493503301047,0.26619988014598106,1.658149110622067,0.05371253248349476,10.063881670334498,68.96150309162256,0.9944329242461487,3.3405732559712433,0.82,11.899672196339491,8
5.217003916490864,0.4130558746722923,0.2530202349894518,1.9956599216701827,0.060998218015857975,19.998218015857972,51.04161879915615,0.991821956201068,3.6878834203593525,0.735225913837201,13.90451827674402,8
9.339714664178878,0.30904280037316845,0.5471893661380114,2.724643330223596,0.07909571996268315,6.0,16.62321665111798,0.9963065577294772,3.1650713339552805,0.9026679659514272,11.7,8
7.383823143055732,0.3616176856944268,0.3008088428472134,1.8161768569442682,0.07254408287501586,16.838231430557318,24.404421423606703,0.9942328686709023,3.2391911571527867,0.7048530570832804,11.391911571527867,8
10.072308848809683,0.31494019664021516,0.47782891847881653,5.489235395238732,0.07477093117592469,5.252990167989241,14.011960671956965,0.9972964117984129,3.2097607865608606,0.845299016798924,12.372308848809682,8
7.413212213825347,0.37086233369319943,0.35568833153400287,2.487342203029364,0.06270095529165368,15.0,31.43671101514682,0.9955058393023849,3.2665506652272023,0.7904588876893353,11.75688331534003,8
10.171761269947392,0.32754345470897694,0.44547392717461387,6.053001083387062,0.07262282726455115,5.0754345470897695,12.924565452910231,0.997415939705101,3.2390521456507724,0.81019350887833,12.532108907619207,8
8.94905240700943,0.40836491976635225,0.4132701604672954,1.9329723455274024,0.06833243086381852,5.833784568090747,12.664861727637012,0.995499079481095,3.3167569136181494,0.6833513827236298,11.583649197663522,8
6.553960068980561,0.7220826271139702,0.1562364622273807,1.5084045532932455,0.05323874605028667,18.504273197594735,84.96467250778912,0.9928574672148974,3.434250718179835,0.7788062697485666,12.66150998275486,8
9.79936029037297,0.349449394683943,0.43233036318963425,5.0453278445386225,0.07152753026580284,5.29449394683943,12.70550605316057,0.9968814347697118,3.2653392736207314,0.7817157869108741,12.334955447844512,8
8.608754112438321,0.4197081962520559,0.3905836074958881,1.8033348999765035,0.06800833724994126,5.995831375029371,12.016674499882518,0.9951685039949402,3.3491662750058744,0.6898332550011748,11.697081962520558,8
9.236457382685987,0.398784753910467,0.43243049217906593,2.0424599553089484,0.06860614988827238,5.696925055863815,13.212299776544741,0.9957782728860378,3.289385011172763,0.6778770022345526,11.48784753910467,8
10.085277069793248,0.369210091568961,0.5184739450586234,2.292638534896624,0.07038420183137922,5.768403662758439,16.0,0.9962087592750416,3.1730521098827533,0.6653680732551688,11.57630274706883,8
10.406142399866265,0.5490171905776152,0.6147911482270341,4.779361129348831,0.08389680564674415,8.366093647412827,23.732187294825653,0.9984056510587646,3.2541769082404075,0.7346928800066868,13.242260423505812,8
7.654237590840409,0.3559321960831625,0.4413559551672034,3.4644069466705703,0.07647457815004391,15.338982633323575,38.10169355830162,0.996825424313347,3.381355893582431,0.8498305210002928,12.901694789997073,8
10.6463131296302,0.3479351203703923,0.5312389277777646,2.6082595185184307,0.07041297592592155,5.041297592592154,16.041297592592155,0.9971669619259262,3.15,0.6611503499998815,11.028908314814508,8
10.323145559103084,0.32173591693273124,0.4546291118206166,6.180117188520712,0.07282640830672688,5.0,13.173591693273123,0.9975768544408969,3.225370888179383,0.8101631373811897,12.507417763587668,8
9.330417712483902,0.3523834740974309,0.47175393742933325,2.078904359721626,0.062312348777730016,11.449303812526832,29.0,0.9962901967584604,3.0919173704871543,0.7836713079164878,10.708217302087807,8
7.274729246155119,0.37679731802192346,0.32601340989038263,2.170809705497415,0.05834863345058936,15.0,29.854048527487073,0.9949954306501146,3.242810727912306,0.7706756065935885,11.460134098903827,8
5.398603961121822,0.7056661721373059,0.113775412311423,1.6013960388781778,0.05003490097195445,14.349620453578742,75.2449175377154,0.9921650379546421,3.6137056103675143,0.793147194816243,13.269226071276659,8
10.224896269092415,0.3822391817401574,0.4977608182598426,2.5830320096104433,0.0710180794233734,5.509039711686697,16.169679903895567,0.9963770524661065,3.158483995194778,0.6618775932726896,11.356327798180688,8
9.665042621330041,0.3823424180834362,0.5105945491499383,2.082521310665021,0.07064684836166872,6.2936967233374475,16.0,0.9955311312268946,3.1888109017001236,0.6758739344667489,11.970272542503086,8
9.721229414383796,0.3805865808005064,0.5116480515196962,2.110614707191898,0.07061173161601013,6.223463232020256,16.0,0.9956217324306939,3.1867038969606076,0.6744692646404051,11.917597424015192,8
11.162363152577031,0.5580634186596636,0.6378847356013071,4.603573661167131,0.08232968406872081,5.770605254295051,18.31181576288515,0.9984329684068721,3.2039423678006536,0.680824210171802,12.849452610308122,8
8.732968962482119,0.4146812415007152,0.4192531717460663,1.8,0.06879781377489272,6.265937924964239,13.063751699856956,0.9950163935205193,3.3127686905050067,0.69,11.91275033997139,8
10.231551376233151,0.3319827452397366,0.5408103528561581,2.6720690190410537,0.07360345095205269,5.360345095205268,16.36034509520527,0.9969117239238358,3.15,0.7472931757054224,11.252241566643688,8
5.623879670850231,0.4044030082287442,0.2555969917712558,1.9480100274291474,0.06363929807995967,18.480100274291473,43.24130356578917,0.9923472751585072,3.595224065829954,0.7296020054858294,13.324130356578918,8
9.748194221659455,0.38172685927801814,0.4665462814439637,2.237407322536935,0.06909351830634235,5.453240846828831,14.187036612684675,0.9962753886724692,3.240648169365766,0.6681296338731533,11.31726859278018,8
8.625852760887721,0.4161220858668419,0.3954937116886406,1.8323159511096505,0.06838779141331582,6.0,12.161579755548253,0.995200071779376,3.3435368097780698,0.6974326687552196,11.7,8
8.764283791397265,0.4391668910036524,0.4552378388529687,1.995834455018262,0.07239881753584472,7.279763507168946,16.279763507168944,0.9939849368387265,3.2072023649283103,0.6983929052150684,12.667858104301366,8
8.099051425482717,0.37644826883488747,0.3822413441744372,1.8,0.07276637983738343,12.887932791278137,20.71034623302251,0.994366818889975,3.2276637983738343,0.6958879327912781,11.852327392959404,8
7.598609058988351,0.356027818820233,0.36355489887627224,2.514992612358063,0.0755888724719068,16.205563764046598,29.163835533697117,0.9954253483469075,3.283693992977437,0.7635548988762721,11.956105365167382,8
7.71032965023941,0.35812872927545386,0.41935635362273055,3.166467771975792,0.07203893186466712,15.0,34.83233885987896,0.9966009292823109,3.3174850828981843,0.832904235748487,12.393563536227306,8
8.35282942576075,0.3859599838104124,0.4879688762969875,3.813096200358,0.07906548100178999,13.801333872986252,34.602667745972504,0.9974997776878356,3.3326859337209127,0.8373585287119625,12.87991107513425,8
5.721920607358661,0.8141858215883933,0.06981209869578242,1.4457202277594978,0.045838204175590785,12.22860113879749,83.50417760364937,0.99257678488067,3.5348538747322764,0.8154279772240501,12.77807939264134,8
10.622691375275998,0.34702659135676917,0.5317840451859386,2.6118936345729233,0.07059468172864618,5.059468172864617,16.059468172864616,0.9971524254617082,3.15,0.6660564066734465,11.04162772100523,8
9.925024848035369,0.3116672188452304,0.49583029635123277,4.900099392141475,0.07591647340416935,5.416639057738479,14.666556230953917,0.9971000331307138,3.196668875380922,0.8616639057738479,12.225024848035368,8
8.562325242361652,0.3251302427291504,0.45110228150701487,2.381162621180826,0.07748697572708496,10.607211167010911,19.931861651734216,0.9954743693928096,3.1876953640937256,0.8278557766597818,11.574348786354248,8
12.034235862848917,0.3536446620087978,0.6658482897298249,2.135341241468448,0.0698177668995601,6.484940688986643,33.768583441701985,0.998190812276564,2.9349599447518195,0.82,10.050552689309766,8
5.182046524077673,0.41669006319858776,0.24579238940247142,2.0,0.05966900631985877,18.669006319858774,48.262283179258574,0.9919499002285066,3.6794532741827,0.7416549684007061,13.776579265904674,8
7.838330742962897,0.5177990674666427,0.3350664594370317,2.4136630401480548,0.07575332297185158,9.110046626667867,17.86336959851945,0.9925769428658965,3.2049335405629686,0.7175332297185159,12.890324526073847,8
7.573013360806092,0.5854368448010013,0.2697219424534057,1.624206063727965,0.06203966084332534,25.4523638236779,81.72223021561697,0.993346149588932,3.2999209660755606,0.7348016957833733,12.406746659798477,8
8.946151948387701,0.4084616017204099,0.41307679655918017,1.9318674089096008,0.06832966852227401,5.835165738862999,12.659337044548003,0.9954962618927196,3.3170331477726,0.6834066295545199,11.584616017204098,8
7.943724417073154,0.32580081865365906,0.4166234650243893,1.9411255116585369,0.07354113231853651,32.54113231853651,64.12987720195115,0.9933543731223952,3.284328786273173,0.6752380628243906,12.704761256487812,8
5.644953377167846,0.40443215986146575,0.28892749757825037,2.355836346023639,0.06400315889276594,18.1104091349409,47.10882968855793,0.9929454272110827,3.6377128449820337,0.7666877259517729,13.73312274048227,8
11.011777950880187,0.4903000778960842,0.6027481885387104,3.951037787147478,0.07831407869013833,5.519629918133646,17.558889754400937,0.9980314078690138,3.1863740942693553,0.6707851967253458,12.247111803520749,8
12.49700235465853,0.31794553264062764,0.7101416539458879,2.1882288405324037,0.07160272336796861,6.0882836960069735,29.868123010735246,0.9986073021191927,2.890005485547457,0.82,9.845613242936938,8
7.86321617152835,0.3785587133068265,0.4208347055702115,2.0753477939875884,0.06452086763925528,14.102393390806771,42.088481631303246,0.9943371727895656,3.40353926525213,0.7701391175950353,12.41769632626065,8
8.275632550035892,0.47989879199425733,0.3950927740052642,2.5751265100071783,0.07700168680009571,7.499156599952144,17.0,0.9933642078850968,3.187478914998804,0.7700843400047855,12.7494096199665,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
7.507077707624983,0.4354178896467428,0.3899573304896709,3.224161285554332,0.07236241928331498,14.487492662119543,45.712624743967766,0.9964629046814619,3.385875513651632,0.8531665688282606,12.817083577929349,8
9.960194090084528,0.3215459265417126,0.5470724440749725,2.7138162938331494,0.07569081469165748,5.569081469165748,16.56908146916575,0.9967447348246674,3.15,0.803651996674752,11.398357028416022,8
7.212702365918,0.37872976340819997,0.3093648817041,1.9872976340819997,0.057143212932619925,15.127023659180002,28.682440852049993,0.9946863387303173,3.2306351182959,0.7561892902245999,11.306351182959,8
8.003101229380777,0.5330038451491617,0.3469961548508384,2.503682186763599,0.07577906879418406,7.889534397092026,16.963178132364007,0.9925285860580345,3.198158906618201,0.7174224692654806,13.022674077964417,8
9.574007754440823,0.30669260594003167,0.555984436435981,2.7732295762398733,0.07866147881199367,5.866147881199367,16.866147881199367,0.9965070816950404,3.15,0.8838599279238291,11.606303516839557,8
7.219140750757797,0.33123047683442974,0.33082031788961985,1.7013671964826997,0.06109570375378898,3.0410158944809917,12.986328035173003,0.9959885155495454,3.2316406357792395,1.0943944944209312,10.023242340205895,8
5.165789932775417,0.4169856375859015,0.24527513422467234,2.0,0.05969856375859014,18.69856375859015,48.41745973259829,0.9919275843622645,3.683074060427294,0.7415071812070493,13.796530537048351,8
